::1 - - [24/Nov/2025 19:25:43] "GET /fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 -
::1 - - [24/Nov/2025 19:25:43] "GET /favicon.svg HTTP/1.1" 200 -
::1 - - [24/Nov/2025 19:29:30] "GET / HTTP/1.1" 200 -
::1 - - [24/Nov/2025 19:29:30] "GET /css/main.css HTTP/1.1" 304 -
::1 - - [24/Nov/2025 19:29:30] "GET /site.webmanifest HTTP/1.1" 304 -
::1 - - [24/Nov/2025 19:29:30] "GET /favicon.ico HTTP/1.1" 304 -
::1 - - [24/Nov/2025 19:30:47] "GET /docs/Ashutosh_Resume.pdf HTTP/1.1" 200 -
::1 - - [24/Nov/2025 19:32:10] "GET /docs/After10th.pdf HTTP/1.1" 304 -
::1 - - [24/Nov/2025 19:32:23] "GET /docs/UC-M9VR5MRA.pdf HTTP/1.1" 304 -
::1 - - [24/Nov/2025 19:32:27] "GET /docs/UC-QB6N8WN6.jpg HTTP/1.1" 200 -
